Date,Open,High,Low,Close,Change,Traded Volume,Turnover,Last Price of the Day,Daily Traded Units,Daily Turnover
2009-05-07,28.65,28.76,27.97,28.05,,6466350.0,183113365.0,,,
2009-05-08,28.19,28.98,28.17,28.64,,6259769.0,179678572.0,,,
2009-05-11,28.9,29.7,28.49,29.45,,6564122.0,192032786.0,,,
2009-05-12,29.3,29.93,29.06,29.33,,5935315.0,175263464.0,,,
2009-05-13,29.35,30.28,29.26,29.86,,8900425.0,266096667.0,,,
2009-05-14,30.0,30.23,29.63,29.86,,5773523.0,172518790.0,,,
2009-05-15,29.74,29.9,29.42,29.58,,5530104.0,163850494.0,,,
2009-05-18,30.0,30.74,29.44,30.7,,8310094.0,252931478.0,,,
2009-05-19,30.65,31.07,30.42,30.89,,9176635.0,282862431.0,,,
2009-05-20,30.4,30.62,30.14,30.37,,5256080.0,159667988.0,,,
2009-05-21,29.68,29.98,29.65,29.77,,3942027.0,117380255.0,,,
2009-05-22,29.85,29.99,29.51,29.9,,2963480.0,88211850.0,,,
2009-05-25,29.91,30.27,29.42,30.13,,2355023.0,70622499.0,,,
2009-05-26,29.81,30.38,29.71,30.38,,4476808.0,134445191.0,,,
2009-05-27,30.5,30.53,29.93,30.23,,3717364.0,112387681.0,,,
2009-05-28,29.91,30.38,29.9,30.22,,2888168.0,87107814.0,,,
2009-05-29,30.65,30.8,30.25,30.35,,4094607.0,124720086.0,,,
2009-06-01,30.75,31.2,30.54,30.8,,4327189.0,133562420.0,,,
2009-06-02,30.8,31.45,30.64,31.25,,4739488.0,147556675.0,,,
2009-06-03,31.37,31.4,30.75,31.01,,3428742.0,106180059.0,,,
2009-06-04,31.1,31.16,30.12,30.29,,5641916.0,171855260.0,,,
2009-06-05,30.75,30.87,30.07,30.3,,3889430.0,118227153.0,,,
2009-06-08,30.03,30.47,29.86,30.37,,3278284.0,99044451.0,,,
2009-06-09,30.47,30.8,30.24,30.43,,4332731.0,132019726.0,,,
2009-06-10,30.58,30.75,30.02,30.02,,4689331.0,141679712.0,,,
2009-06-11,30.02,30.16,29.83,29.9,,2698824.0,80821614.0,,,
2009-06-12,29.81,29.99,29.31,29.48,,3694324.0,109055384.0,,,
2009-06-15,29.37,29.59,28.99,29.05,,3247297.0,94931763.0,,,
2009-06-16,29.14,29.54,29.0,29.07,,3068518.0,89706363.0,,,
2009-06-17,28.76,29.27,28.69,28.86,,4856055.0,140578625.0,,,
2009-06-18,28.86,28.97,28.43,28.84,,3512480.0,100906917.0,,,
2009-06-19,28.7,29.1,28.43,28.87,,8942401.0,258410563.0,,,
2009-06-22,28.89,28.99,28.24,28.32,,3845204.0,109308829.0,,,
2009-06-23,28.17,28.51,27.94,28.05,,3661908.0,103126694.0,,,
2009-06-24,28.47,29.04,28.33,28.94,,4688870.0,134549460.0,,,
2009-06-25,28.8,28.9,28.19,28.6,,3575544.0,101920432.0,,,
2009-06-26,28.5,28.88,28.05,28.19,,2861103.0,81124897.0,,,
2009-06-29,28.15,28.86,28.15,28.78,,2489491.0,71192181.0,,,
2009-06-30,28.9,29.05,28.57,28.67,,3715186.0,106829632.0,,,
2009-07-01,28.51,28.96,28.35,28.6,,3870039.0,110729893.0,,,
2009-07-02,28.72,28.73,28.04,28.08,,3882030.0,109595573.0,,,
2009-07-03,28.4,28.4,27.65,27.84,,2072942.0,57972323.0,,,
2009-07-06,27.51,27.98,27.26,27.75,,2777898.0,76879199.0,,,
2009-07-07,27.68,27.76,27.3,27.32,,2697902.0,74145576.0,,,
2009-07-08,27.35,28.14,27.32,27.95,,4436249.0,123638803.0,,,
2009-07-09,28.89,29.14,28.61,28.71,,6231360.0,179769486.0,,,
2009-07-10,28.54,29.0,28.42,28.56,,2588399.0,74214901.0,,,
2009-07-13,28.38,29.3,28.18,29.28,,3644711.0,105513857.0,,,
2009-07-14,29.18,29.37,28.83,29.06,,3089921.0,89704514.0,,,
2009-07-15,29.4,29.97,29.2,29.83,,4519841.0,134119582.0,,,
2009-07-16,29.83,30.41,29.69,29.89,,3264679.0,97894557.0,,,
2009-07-17,30.2,30.5,29.97,30.24,,4940363.0,149623475.0,,,
2009-07-20,30.39,30.48,30.16,30.44,,2572003.0,78126075.0,,,
2009-07-21,30.47,30.6,30.2,30.42,,3288688.0,99985588.0,,,
2009-07-22,30.7,31.29,30.7,31.08,,5105367.0,158394965.0,,,
2009-07-23,31.3,31.8,30.99,31.6,,4820775.0,151840372.0,,,
2009-07-24,31.33,32.02,31.26,31.51,,4045647.0,128041513.0,,,
2009-07-27,32.04,32.09,31.35,31.55,,3275372.0,103917210.0,,,
2009-07-28,31.75,31.84,31.08,31.2,,3792552.0,118925284.0,,,
2009-07-29,31.15,32.05,30.72,31.8,,7802292.0,247599546.0,,,
2009-07-30,32.28,33.28,32.07,32.92,,7612858.0,249498629.0,,,
2009-07-31,32.92,33.17,32.75,33.0,,4803159.0,158269662.0,,,
2009-08-03,33.0,33.4,32.89,33.07,,3615158.0,119703391.0,,,
2009-08-04,32.99,33.65,32.84,33.5,,4582315.0,153279724.0,,,
2009-08-05,33.64,33.64,32.99,33.15,,3109907.0,103526222.0,,,
2009-08-06,33.4,33.62,33.15,33.29,,2536186.0,84613501.0,,,
2009-08-07,33.24,33.72,32.94,33.45,,3512537.0,117236165.0,,,
2009-08-10,33.22,33.5,33.17,33.42,,1546622.0,51603103.0,,,
2009-08-11,33.37,33.5,32.91,33.07,,3745180.0,123916515.0,,,
2009-08-12,32.91,33.19,32.6,33.02,,2263344.0,74498594.0,,,
2009-08-13,33.15,33.45,33.04,33.14,,2522497.0,83787654.0,,,
2009-08-14,33.03,33.27,32.76,32.94,,3115003.0,102643048.0,,,
2009-08-17,32.78,32.84,32.41,32.67,,3767637.0,122882550.0,,,
2009-08-18,32.83,32.94,32.38,32.65,,4016755.0,130878564.0,,,
2009-08-19,32.5,32.64,32.29,32.58,,2573573.0,83576853.0,,,
2009-08-20,32.78,33.0,32.73,32.88,,2198071.0,72223248.0,,,
2009-08-21,32.81,33.26,32.77,33.2,,5464925.0,180834142.0,,,
2009-08-24,33.27,33.56,32.92,33.42,,2795027.0,93064725.0,,,
2009-08-25,33.25,33.58,33.18,33.53,,3023418.0,101114423.0,,,
2009-08-26,33.5,33.72,33.33,33.44,,2343598.0,78494321.0,,,
2009-08-27,33.61,33.91,33.49,33.87,,4028226.0,136141457.0,,,
2009-08-28,34.2,34.27,33.85,34.02,,3055496.0,103981985.0,,,
2009-08-31,34.0,34.32,33.89,34.06,,2497454.0,85144430.0,,,
2009-09-01,34.22,34.3,33.81,33.87,,3323006.0,112943279.0,,,
2009-09-02,34.0,34.29,33.74,34.23,,4407979.0,150167079.0,,,
2009-09-03,34.33,34.33,33.63,33.84,,3959128.0,134178938.0,,,
2009-09-04,33.84,34.08,33.61,33.92,,3525557.0,119287791.0,,,
2009-09-07,33.92,34.05,33.71,33.92,,2249986.0,76152748.0,,,
2009-09-08,34.11,34.2,33.6,33.8,,4145109.0,140320368.0,,,
2009-09-09,33.85,34.24,33.73,34.19,,4363290.0,148255779.0,,,
2009-09-10,34.8,35.18,34.6,35.1,,8594548.0,300391193.0,,,
2009-09-11,35.3,35.46,34.99,35.26,,3369011.0,118716483.0,,,
2009-09-14,34.85,35.34,34.76,35.25,,3377442.0,118419060.0,,,
2009-09-15,35.18,35.35,34.88,35.09,,3959388.0,138858796.0,,,
2009-09-16,34.82,34.89,34.48,34.61,,5926698.0,205267029.0,,,
2009-09-17,34.25,34.39,33.97,34.11,,6285600.0,214465738.0,,,
2009-09-18,34.03,34.21,33.97,34.14,,8432165.0,287563645.0,,,
2009-09-21,34.1,34.55,33.75,34.4,,6160983.0,211462976.0,,,
2009-09-22,34.35,34.62,34.34,34.5,,3781840.0,130601877.0,,,
2009-09-23,34.41,34.51,34.15,34.15,,3699832.0,126770399.0,,,
2009-09-24,33.87,34.1,33.51,33.66,,5550582.0,187487469.0,,,
2009-09-25,33.5,33.65,33.28,33.5,,3952229.0,132383950.0,,,
2009-09-28,33.2,33.37,33.1,33.2,,6474111.0,215172923.0,,,
2009-09-29,33.3,33.3,33.1,33.17,,5164463.0,171616787.0,,,
2009-09-30,33.2,33.5,33.06,33.28,,4604494.0,153324590.0,,,
2009-10-01,33.46,33.83,33.36,33.36,,6189214.0,207663411.0,,,
2009-10-02,33.05,33.3,32.76,33.07,,5666267.0,187280171.0,,,
2009-10-05,33.0,33.14,32.87,33.09,,4555873.0,150468109.0,,,
2009-10-06,33.0,33.3,32.86,33.12,,5541955.0,183619672.0,,,
2009-10-07,33.12,33.6,33.12,33.4,,4248368.0,142027270.0,,,
2009-10-08,33.74,34.41,33.65,34.33,,9625438.0,328916098.0,,,
2009-10-09,34.3,34.61,34.06,34.48,,5458755.0,188071069.0,,,
2009-10-12,34.55,34.91,34.47,34.76,,5354405.0,186145309.0,,,
2009-10-13,34.7,34.93,34.51,34.59,,3904811.0,135549018.0,,,
2009-10-14,34.95,35.2,34.83,35.08,,6465591.0,226756864.0,,,
2009-10-15,35.06,35.07,34.71,34.8,,5400108.0,188043920.0,,,
2009-10-16,34.76,35.09,34.27,34.54,,6124653.0,211884143.0,,,
2009-10-19,34.59,35.11,34.59,35.05,,4374921.0,152968455.0,,,
2009-10-20,35.22,35.33,34.71,34.75,,3797256.0,132495632.0,,,
2009-10-21,34.92,35.06,34.8,34.97,,4193875.0,146598463.0,,,
2009-10-22,34.48,34.55,34.21,34.39,,5172625.0,177775715.0,,,
2009-10-23,34.67,34.96,34.26,34.44,,4584339.0,158516391.0,,,
2009-10-26,34.64,34.67,33.91,34.1,,5136223.0,175936403.0,,,
2009-10-27,34.45,34.53,34.16,34.41,,5640103.0,193889668.0,,,
2009-10-28,32.55,32.6,31.64,31.75,,18481324.0,591960201.0,,,
2009-10-29,31.91,32.08,31.07,31.58,,6795381.0,214030578.0,,,
2009-10-30,31.6,31.95,30.67,30.8,,6343240.0,198111855.0,,,
2009-11-02,30.95,31.69,30.77,31.3,,6001735.0,187036583.0,,,
2009-11-03,31.0,31.8,30.92,31.57,,5680186.0,178647584.0,,,
2009-11-04,31.8,32.06,31.55,31.75,,3920945.0,124658743.0,,,
2009-11-05,31.55,32.0,31.1,31.75,,4130526.0,130562031.0,,,
2009-11-06,31.64,31.78,31.21,31.45,,4836396.0,152085152.0,,,
2009-11-09,31.51,31.68,31.21,31.5,,3433771.0,107836969.0,,,
2009-11-10,31.65,31.68,31.25,31.42,,3118066.0,98052962.0,,,
2009-11-11,31.57,32.08,31.34,32.01,,3887862.0,123856747.0,,,
2009-11-12,31.96,32.36,31.64,32.05,,4638906.0,148761988.0,,,
2009-11-13,32.1,32.45,31.99,32.3,,3393083.0,109359032.0,,,
2009-11-16,32.61,32.87,32.55,32.85,,4080852.0,133528603.0,,,
2009-11-17,32.71,33.36,32.71,32.91,,4781022.0,157957303.0,,,
2009-11-18,33.23,33.23,32.63,32.8,,3614559.0,118928822.0,,,
2009-11-19,32.8,32.86,32.14,32.22,,3564339.0,115479258.0,,,
2009-11-20,32.2,32.63,31.93,32.07,,4647183.0,149672869.0,,,
2009-11-23,32.08,32.61,32.07,32.46,,2586862.0,83958723.0,,,
2009-11-24,32.05,32.49,31.93,32.23,,4197440.0,135146042.0,,,
2009-11-25,32.19,32.48,32.07,32.25,,3560852.0,114833422.0,,,
2009-11-26,32.17,32.19,31.58,31.64,,3703079.0,117772849.0,,,
2009-11-27,31.44,32.29,31.2,32.09,,3877138.0,123614662.0,,,
2009-11-30,32.06,32.19,31.65,31.82,,3846111.0,122594581.0,,,
2009-12-01,32.04,32.39,31.75,32.06,,4592592.0,147297961.0,,,
2009-12-02,32.0,32.05,30.97,31.02,,7023333.0,219921142.0,,,
2009-12-03,31.35,31.55,30.75,31.04,,4972383.0,154681587.0,,,
2009-12-04,30.98,31.19,30.58,31.11,,5571567.0,172647683.0,,,
2009-12-07,31.28,31.31,30.73,30.74,,4215398.0,130499811.0,,,
2009-12-08,30.61,30.74,30.22,30.42,,4206834.0,128078466.0,,,
2009-12-09,30.24,30.54,29.82,30.09,,3740225.0,112767444.0,,,
2009-12-10,30.01,30.49,29.84,30.26,,3426615.0,103603562.0,,,
2009-12-11,30.25,30.86,30.19,30.68,,4156149.0,127411442.0,,,
2009-12-14,31.14,31.34,30.99,31.09,,4588402.0,142803995.0,,,
2009-12-15,31.08,31.14,30.73,30.88,,3624755.0,112083140.0,,,
2009-12-16,31.0,31.65,30.9,31.65,,5115998.0,160619950.0,,,
2009-12-17,31.27,31.85,31.13,31.56,,4446802.0,140505366.0,,,
2009-12-18,31.74,32.32,31.74,32.21,,10685563.0,343421079.0,,,
2009-12-21,32.31,32.92,32.31,32.9,,5010881.0,164308019.0,,,
2009-12-22,33.0,33.08,32.61,32.75,,3276264.0,107466361.0,,,
2009-12-23,32.94,33.04,32.59,32.72,,2182551.0,71605056.0,,,
2009-12-24,,,,32.72,,0.0,,,,0.0
2009-12-25,,,,32.72,,0.0,,,,0.0
2009-12-28,32.9,33.5,32.82,32.93,,1705479.0,56327176.0,,,
2009-12-29,33.06,33.19,32.81,32.88,,1537117.0,50685554.0,,,
2009-12-30,32.8,33.14,32.73,33.0,,1170253.0,38635173.0,,,
2009-12-31,,,,33.0,,0.0,,,,0.0
2010-01-01,,,,33.0,,0.0,,,,0.0
2010-01-04,32.88,33.17,32.53,32.94,,3537806.0,116209631.0,,,
2010-01-05,32.78,32.93,32.58,32.65,,2907653.0,95146792.0,,,
2010-01-06,32.74,33.3,32.62,33.23,,3772263.0,124792582.0,,,
2010-01-07,33.09,34.26,33.09,34.11,,6331741.0,214212728.0,,,
2010-01-08,34.32,34.63,33.76,34.35,,5061607.0,173674037.0,,,
2010-01-11,34.63,34.81,34.53,34.68,,4430565.0,153612625.0,,,
2010-01-12,34.79,34.8,34.08,34.34,,4675389.0,161174763.0,,,
2010-01-13,34.3,34.83,34.25,34.7,,3945587.0,136733492.0,,,
2010-01-14,34.8,36.11,34.68,35.35,,16239702.0,576537278.0,,,
2010-01-15,34.78,34.9,34.1,34.1,,8319858.0,286736875.0,,,
2010-01-18,34.38,34.38,33.9,33.94,,2907226.0,99027324.0,,,
2010-01-19,33.9,34.49,33.74,34.38,,3776878.0,128861688.0,,,
2010-01-20,34.2,34.71,33.78,34.0,,4337932.0,148348836.0,,,
2010-01-21,34.15,34.28,33.34,33.39,,4882548.0,165121346.0,,,
2010-01-22,33.18,33.47,32.67,33.1,,5944584.0,196534189.0,,,
2010-01-25,33.19,33.25,32.65,32.65,,4544590.0,149410054.0,,,
2010-01-26,32.28,32.85,32.25,32.72,,3813532.0,124261742.0,,,
2010-01-27,32.52,33.08,32.41,32.75,,4911258.0,160753718.0,,,
2010-01-28,33.1,33.14,32.18,32.18,,6776106.0,221058680.0,,,
2010-01-29,32.45,33.4,32.28,33.08,,6583312.0,216796367.0,,,
2010-02-01,32.85,33.9,32.77,33.59,,8699743.0,291915102.0,,,
2010-02-02,33.45,34.04,33.34,33.8,,5021748.0,169666726.0,,,
2010-02-03,33.95,34.21,33.56,34.05,,5095906.0,172760355.0,,,
2010-02-04,34.08,34.53,33.66,33.8,,5953806.0,202541921.0,,,
2010-02-05,33.74,33.96,33.18,33.39,,7196488.0,241325462.0,,,
2010-02-08,33.17,33.38,32.43,32.56,,8188421.0,268504158.0,,,
2010-02-09,32.0,32.15,31.56,31.76,,9106102.0,289933378.0,,,
2010-02-10,31.77,32.3,31.64,31.74,,6123731.0,195207394.0,,,
2010-02-11,31.89,31.94,30.91,31.12,,6865904.0,215009411.0,,,
2010-02-12,31.4,31.47,31.06,31.31,,4000879.0,125174068.0,,,
2010-02-15,31.53,31.72,31.33,31.4,,2061286.0,64839893.0,,,
2010-02-16,31.9,32.2,31.75,32.16,,5154084.0,165104409.0,,,
2010-02-17,32.25,32.71,32.22,32.37,,5387783.0,174804382.0,,,
2010-02-18,32.3,32.56,32.22,32.4,,3251113.0,105345927.0,,,
2010-02-19,32.24,33.0,32.16,32.91,,4337480.0,141757958.0,,,
2010-02-22,32.87,32.98,32.5,32.52,,2660982.0,87017079.0,,,
2010-02-23,32.68,32.79,32.09,32.32,,3339080.0,108158897.0,,,
2010-02-24,32.48,32.86,32.38,32.7,,2983022.0,97474566.0,,,
2010-02-25,32.7,32.98,32.22,32.31,,3841275.0,124877247.0,,,
2010-02-26,32.65,32.9,32.4,32.76,,3816363.0,124822260.0,,,
2010-03-01,33.15,33.54,33.12,33.45,,4013619.0,133680745.0,,,
2010-03-02,33.55,33.87,33.32,33.87,,5108687.0,171991981.0,,,
2010-03-03,33.64,33.84,33.44,33.62,,2955657.0,99430434.0,,,
2010-03-04,33.32,33.9,33.2,33.84,,3487415.0,117489266.0,,,
2010-03-05,34.0,34.15,33.85,34.08,,3411862.0,116060397.0,,,
2010-03-08,33.8,34.08,33.8,33.97,,2405016.0,81644228.0,,,
2010-03-09,33.91,34.07,33.7,34.0,,2380720.0,80668146.0,,,
2010-03-10,33.82,34.09,33.68,34.02,,3021575.0,102474919.0,,,
2010-03-11,33.97,33.97,33.56,33.7,,2736816.0,92333826.0,,,
2010-03-12,33.54,33.7,33.37,33.5,,3358162.0,112555091.0,,,
2010-03-15,33.61,33.76,33.34,33.44,,2043349.0,68485511.0,,,
2010-03-16,33.75,33.75,33.28,33.64,,3195445.0,107108531.0,,,
2010-03-17,33.69,34.67,33.58,34.5,,6839128.0,234264195.0,,,
2010-03-18,34.4,34.82,34.23,34.6,,3760285.0,129996027.0,,,
2010-03-19,34.67,34.77,34.21,34.4,,8742652.0,302288750.0,,,
2010-03-22,34.51,34.95,34.34,34.9,,3975053.0,137894840.0,,,
2010-03-23,34.75,35.42,34.66,35.22,,4414921.0,155000330.0,,,
2010-03-24,35.49,35.49,34.75,35.34,,3614286.0,127198397.0,,,
2010-03-25,35.4,35.89,35.23,35.76,,4145539.0,147839865.0,,,
2010-03-26,35.5,35.66,35.21,35.29,,4187774.0,148132788.0,,,
2010-03-29,35.24,35.8,35.22,35.68,,3075741.0,109387444.0,,,
2010-03-30,35.85,35.9,35.49,35.61,,2719172.0,97063653.0,,,
2010-03-31,35.6,35.92,35.48,35.86,,3571934.0,127874574.0,,,
2010-04-01,35.95,36.43,35.9,36.37,,4360450.0,158118884.0,,,
2010-04-06,36.36,36.36,35.76,36.04,,3752740.0,135145955.0,,,
2010-04-07,36.15,36.15,35.85,35.99,,2623699.0,94397735.0,,,
2010-04-08,35.75,36.1,35.41,35.94,,4124385.0,147540622.0,,,
2010-04-09,36.2,36.31,35.94,36.0,,3155425.0,113742369.0,,,
2010-04-12,36.37,36.38,35.99,36.04,,2275052.0,82165895.0,,,
2010-04-13,35.9,36.18,35.77,35.86,,2967307.0,106752933.0,,,
2010-04-14,36.1,36.55,36.05,36.3,,4054095.0,147233288.0,,,
2010-04-15,36.42,36.73,36.11,36.58,,3957981.0,144337429.0,,,
2010-04-16,36.31,36.46,35.98,36.0,,8219571.0,297505051.0,,,
2010-04-19,35.74,36.02,35.69,35.86,,3666632.0,131479219.0,,,
2010-04-20,35.55,36.43,35.12,36.19,,4725841.0,170378237.0,,,
2010-04-21,36.55,36.57,36.2,36.32,,4501616.0,163744404.0,,,
2010-04-22,36.45,36.95,36.1,36.4,,6368950.0,232362045.0,,,
2010-04-23,36.66,37.11,36.47,37.0,,5021800.0,185325666.0,,,
2010-04-26,37.4,37.43,37.09,37.34,,3390144.0,126433826.0,,,
2010-04-27,37.5,37.5,36.72,36.85,,4696030.0,174005262.0,,,
2010-04-28,36.55,36.84,35.48,35.77,,9439678.0,340783635.0,,,
2010-04-29,35.69,36.03,35.53,35.99,,5466348.0,195722030.0,,,
2010-04-30,36.15,36.34,35.9,36.23,,5370864.0,194226183.0,,,
2010-05-03,35.86,36.29,35.86,36.1,,3092941.0,111521343.0,,,
2010-05-04,36.0,36.35,35.66,35.75,,6213588.0,223229533.0,,,
2010-05-05,35.55,35.77,35.38,35.68,,7622946.0,271206370.0,,,
2010-05-06,35.34,35.77,35.2,35.62,,6292707.0,223797652.0,,,
2010-05-07,35.04,35.54,34.21,34.6,,11560603.0,403884680.0,,,
2010-05-10,35.3,35.5,34.98,35.46,,9632806.0,340353569.0,,,
2010-05-11,35.29,35.73,35.05,35.65,,5572638.0,197471162.0,,,
2010-05-12,35.64,36.25,35.46,36.05,,5425000.0,195189590.0,,,
2010-05-13,35.26,35.74,35.08,35.67,,8247193.0,291869010.0,,,
2010-05-14,35.64,35.86,34.94,35.15,,6541273.0,231725741.0,,,
2010-05-17,34.97,35.4,34.92,35.08,,4648808.0,163272629.0,,,
2010-05-18,35.45,35.63,35.27,35.41,,4090625.0,144971618.0,,,
2010-05-19,35.34,35.63,34.97,35.14,,6343526.0,223363130.0,,,
2010-05-20,35.1,35.38,34.69,34.86,,7859680.0,275220742.0,,,
2010-05-21,34.79,34.95,34.07,34.39,,9552838.0,329342448.0,,,
2010-05-24,34.48,34.93,34.19,34.49,,3386291.0,116630905.0,,,
2010-05-25,33.71,34.2,33.6,33.97,,7893959.0,267858806.0,,,
2010-05-26,34.48,34.82,34.27,34.48,,5087965.0,175714691.0,,,
2010-05-27,34.62,34.77,34.31,34.7,,6962385.0,240926880.0,,,
2010-05-28,34.8,34.91,34.51,34.69,,3989551.0,138523235.0,,,
2010-05-31,34.51,35.28,34.5,35.23,,2058054.0,72275753.0,,,
2010-06-01,35.23,35.97,35.0,35.84,,6581678.0,234128243.0,,,
2010-06-02,35.71,36.27,35.55,35.97,,7449415.0,267920300.0,,,
2010-06-03,36.37,36.78,36.27,36.55,,5400633.0,197400987.0,,,
2010-06-04,36.45,36.84,35.98,36.25,,6231700.0,226646493.0,,,
2010-06-07,35.9,36.39,35.69,36.15,,14656311.0,527715648.0,,,
2010-06-08,36.3,36.36,35.57,35.93,,32463896.0,1163670582.0,,,
2010-06-09,35.85,36.36,35.49,36.24,,6795643.0,244795156.0,,,
2010-06-10,36.2,36.38,35.92,36.22,,5114249.0,185230644.0,,,
2010-06-11,36.2,36.5,36.12,36.3,,3794453.0,137669891.0,,,
2010-06-14,36.5,36.66,36.34,36.57,,3828499.0,139855506.0,,,
2010-06-15,36.25,36.86,36.25,36.7,,3744514.0,137314893.0,,,
2010-06-16,37.0,37.07,36.75,36.93,,5368361.0,198294452.0,,,
2010-06-17,36.89,37.47,36.82,37.44,,5848061.0,218191007.0,,,
2010-06-18,37.5,37.73,37.25,37.58,,36456707.0,1369431056.0,,,
2010-06-21,37.98,37.98,37.42,37.58,,3120617.0,117579228.0,,,
2010-06-22,37.5,37.75,37.38,37.68,,3476192.0,130733860.0,,,
2010-06-23,37.5,37.74,37.27,37.48,,2964605.0,111155832.0,,,
2010-06-24,37.43,37.5,37.04,37.17,,3670529.0,136645954.0,,,
2010-06-25,37.35,37.57,36.91,37.13,,3270546.0,121366616.0,,,
2010-06-28,37.01,37.47,36.85,37.35,,2588080.0,96326280.0,,,
2010-06-29,36.84,37.1,36.63,36.8,,4198809.0,154605663.0,,,
2010-06-30,36.68,36.99,36.53,36.68,,3545580.0,130233140.0,,,
2010-07-01,36.34,36.63,35.92,36.44,,5564818.0,202312815.0,,,
2010-07-02,36.45,36.45,35.81,35.86,,5015553.0,180744683.0,,,
2010-07-05,36.0,36.03,35.7,35.7,,2346558.0,84100196.0,,,
2010-07-06,35.79,36.69,35.79,36.65,,4223990.0,153920263.0,,,
2010-07-07,36.4,37.0,36.31,36.97,,3743429.0,137639840.0,,,
2010-07-08,37.16,37.24,36.65,36.8,,5195465.0,191344324.0,,,
2010-07-09,36.95,37.25,36.75,37.22,,2959519.0,109830062.0,,,
2010-07-12,37.25,37.47,37.08,37.28,,2416353.0,90065661.0,,,
2010-07-13,37.14,37.7,37.14,37.46,,3464440.0,129933013.0,,,
2010-07-14,37.88,37.97,37.61,37.86,,3709897.0,140294394.0,,,
2010-07-15,37.79,38.0,37.5,37.5,,5307872.0,200199123.0,,,
2010-07-16,37.67,37.94,37.02,37.25,,5590387.0,209937302.0,,,
2010-07-19,37.1,37.53,37.1,37.2,,2767146.0,103263659.0,,,
2010-07-20,37.16,37.29,36.54,36.78,,4127409.0,151864485.0,,,
2010-07-21,36.95,37.17,36.65,36.8,,2290153.0,84495426.0,,,
2010-07-22,36.77,37.26,36.49,37.25,,4240362.0,156861290.0,,,
2010-07-23,37.12,37.5,37.02,37.35,,2279806.0,85024658.0,,,
